unit_id,ecephys_structure_acronym,stimulus,block,R_tot,tau_R,tau_single,tau_double,firing_rate,median_ISI,CV_ISI,structure_name,layer
950913138,VISam,spontaneous,averaged,0.02706640020482604,0.0167882305079176,0.07805647038587556,0.0646711469492866,1.2599834971931039,0.39160156,1.3860658,AM,2/3
950913160,VISam,spontaneous,averaged,0.023930886158342254,0.02779080325539659,0.18988968238486303,0.07655747280716668,0.6948648555094049,0.62158203,1.3410716,AM,2/3
950913170,VISam,spontaneous,averaged,0.07489680468326516,0.03667849005170318,0.17829149692843196,0.16701350023325554,0.8221159085912862,0.26416016,2.4550123,AM,2/3
950913179,VISam,spontaneous,averaged,0.08206892033576788,0.04476012412274555,0.45259932279876475,0.08014898965426241,1.674398310737621,0.118652344,1.8158405,AM,2/3
950913189,VISam,spontaneous,averaged,0.07750241522233854,0.0366107108207957,0.2993472283962397,0.29933731801040536,1.1794683841685238,0.17651367,1.913876,AM,2/3
950913223,VISam,spontaneous,averaged,0.042114419860196095,0.03454439301624383,0.17895263059300612,0.17896361146721537,0.9378319479932794,0.34765625,1.6321421,AM,2/3
950913233,VISam,spontaneous,averaged,0.06608606568878198,0.10041347537216627,0.30412912816447357,0.30413317176161125,0.6281138971405793,0.3256836,2.1097724,AM,2/3
950913241,VISam,spontaneous,averaged,0.048622810816833076,0.058760930037460704,0.235697682200672,0.23569824510649484,0.7779848878027696,0.35766602,1.8806342,AM,2/3
950913272,VISam,spontaneous,averaged,0.088959804361901,0.038018943521082725,0.26729190744688297,0.21585189651789125,0.8303101917401613,0.23486328,1.7689406,AM,2/3
950913311,VISam,spontaneous,averaged,0.06245744777712867,0.004898162174539314,0.03136103956773437,0.031084399183803752,8.613426434832252,0.036621094,1.5786235,AM,2/3
950913320,VISam,spontaneous,averaged,0.06139199760515537,0.07197683895325428,0.3834866588103501,0.38348524257363203,0.43957147693635884,0.5148926,1.842154,AM,2/3
950913386,VISam,spontaneous,averaged,0.03419290727437387,0.007262645919661934,0.11549869729839768,0.048356682002465956,23.755356890120645,0.024902344,1.2362945,AM,2/3
950913458,VISam,spontaneous,averaged,0.14956960501912528,0.010417073865637118,0.07508336592659201,0.07508279082329568,3.896099691129572,0.037109375,2.0943055,AM,2/3
950913505,VISam,spontaneous,averaged,0.16391308222938716,0.04886497228261862,0.28888586818809087,0.28877312773623426,1.8186484222719677,0.060546875,2.6081922,AM,2/3
950913540,VISam,spontaneous,averaged,0.10901721117929722,0.0,0.02000248427704076,0.018864034453264032,6.040107918852397,0.036132812,1.6841515,AM,6
950913856,VISam,spontaneous,averaged,0.04138159891462589,0.07785184254180989,0.5758572170100311,0.526438218763673,3.1087501312271364,0.12841797,1.6954905,AM,4
950913866,VISam,spontaneous,averaged,0.046845979416623454,0.21058727935522467,0.818034059262286,0.8180464386757528,0.8330272249159639,0.35009766,1.7960343,AM,4
950913885,VISam,spontaneous,averaged,0.05634355303362694,0.022168323244394657,0.10390039084629714,0.0573376750821498,0.36329790651021804,1.2490234,1.3553253,AM,2/3
950913894,VISam,spontaneous,averaged,0.09791543543900481,0.04987532640433589,0.50520371984842,0.2891390896625283,0.7561583342315151,0.22314453,1.8140798,AM,2/3
950913903,VISam,spontaneous,averaged,0.07672066645659678,0.08223301868457777,0.20610322603169504,0.1756505690228815,0.4119146438399518,0.49072266,2.9372995,AM,2/3
950913912,VISam,spontaneous,averaged,0.09160944555347975,0.07519349705110344,0.24694468125483252,0.2469421613350495,0.5013346559415669,0.2631836,2.724923,AM,2/3
950913937,VISam,spontaneous,averaged,0.034852403590682896,0.013726848621022079,0.097135548491047,0.07395281586767646,0.08601060678893374,6.303467,1.3952717,AM,2/3
